ProductName,Price,PcBrand,PcModel,EltCondition,EltWarranty,LaptopScreenSize,PcCpu,PcRam,PcVga,PcDriveCapacity,EltOrigin,Address,ShopRating,Comments
Lenovo Y700 - Core I5 6300HQ Ram 16G 512G GTX920M,8500000.0,Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,16.0,NVIDIA,512.0,,Thừa Thiên Huế,4.8,17.0
Macbook air M1 Openbox màu Grey chưa sử dụng,16200000.0,Apple,Macbook Air,Mới,4.0,13.95,Khác,8.0,Khác,256.0,,Hà Nội,5.0,3.0
"Dell Latitude 3580: i5-7200U, Ram 8Gb, SSD 256Gb",6500000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i5,8.0,Onboard,256.0,,Cà Mau,,
Laptop HP EliteBook 820g3 core i7-6600u mõng dánh.,3900000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),4.0,11.95,Intel Core i7,8.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,15.0
Laptop Gaming MSI Katana GF76,23000000.0,MSI,GF Series,Đã sử dụng (chưa sửa chữa),4.0,17.95,Intel Core i7,16.0,NVIDIA,512.0,,Bà Rịa - Vũng Tàu,,
MacBook Air M1 | 8G | SSD 256 | LikeNew 99% Gray,15490000.0,Apple,Macbook Air,Đã sử dụng (qua sửa chữa),4.0,13.95,Khác,8.0,Onboard,256.0,,Đà Nẵng,4.4,8.0
Laptop Acer Nitro 5,9999999.0,Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i5,16.0,NVIDIA,256.0,,Tp Hồ Chí Minh,4.7,3.0
Lenovo S341-14IIL i5-1035G1/ RAM 8GB/SSD 512GB FHD,7200000.0,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,8.0,Onboard,512.0,,Đà Nẵng,,
Lenovo X260 i5-6300U Ram 8GB SSD 128GB Pin 4-5H,6800000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),,11.95,Intel Core i5,8.0,Onboard,128.0,,Tp Hồ Chí Minh,5.0,10.0
Sony Vaio i5 3230M Ram 4GB card Radeon 7670M 2GB,2900000.0,Sony,Dòng Khác,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,4.0,AMD,128.0,,Hà Nội,3.4,2.0
"HP x2 1013 G3 i5 màn 13"" 3K Cảm ứng tách rời phím",8500000.0,HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.9,24.0
Thanh Lý Asus P553UA i5 full hd,5800000.0,Asus,PU series,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i5,8.0,Onboard,128.0,,Long An,,
Thinkpad X1 carbon gen 5 i5 7200U ram 8 ~1.2kg~,5999999.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,8.0,Onboard,128.0,,Tp Hồ Chí Minh,5.0,34.0
Hp 840 G3 i7/8g/256g ssd Máy us nguyên zin,7900000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),3.0,13.95,Intel Core i7,8.0,Onboard,256.0,,Tp Hồ Chí Minh,0.0,
Games FIFA - Liên Minh - CAD ngọt,5500000.0,Asus,X series,Đã sử dụng (chưa sửa chữa),1.0,15.95,Intel Core i5,8.0,NVIDIA,512.0,,Tp Hồ Chí Minh,5.0,59.0
Dell Latitude 7320 i7,19000000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i7,16.0,Onboard,512.0,,Gia Lai,0.0,
Lenovo Gaming Y70-70 Core i7 4720HQ Màn 17.3 Touch,8500000.0,Lenovo,ThinkBook,Đã sử dụng (chưa sửa chữa),,17.95,Intel Core i7,16.0,NVIDIA,256.0,,Tp Hồ Chí Minh,4.9,24.0
LAPTOP Acer I3 hệ 2 RAM4GB,1300000.0,Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i3,4.0,Onboard,320.0,,Hậu Giang,3.9,10.0
Dell Precision 5570 i7 12800H RTX A1000 Newoutlet,36888000.0,Dell,Precision Mobile Workstations,Mới,4.0,15.95,Intel Core i7,32.0,NVIDIA,512.0,Mỹ,Tp Hồ Chí Minh,5.0,23.0
Asus X560 I5-8250U 8G SSD 500G GTX 1050 15.6FHD,7000000.0,Asus,X series,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i5,8.0,NVIDIA,512.0,Việt Nam,Tp Hồ Chí Minh,4.8,54.0
Dell N5620 i7-1260P/ Ram 16/ SSD 512/ VGA MX570,20500000.0,Dell,Inspiron,Mới,4.0,15.95,Intel Core i7,16.0,NVIDIA,512.0,,Hà Nội,5.0,3.0
Dell Latitude 7210 2 in 1 Core i7 12.3Inch Cảm ứng,16990000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,11.95,Intel Core i7,16.0,Onboard,256.0,,Tp Hồ Chí Minh,4.9,24.0
Laptop Gaming Asus FX517ZE,17500000.0,Asus,FX Series/ZX Series,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i5,8.0,NVIDIA,512.0,,Hà Nội,,
Dell 5300 i5-8365U/Ram 8G/SSD 256G/13.3” FHD Touch,6800000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Cần Thơ,4.8,26.0
Acer Asprie A315 i5-8265U_Ram 8G_SSD_Màn Full HD,5500000.0,Acer,Aspire,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,8.0,Onboard,128.0,,Tp Hồ Chí Minh,5.0,1.0
"Laptop LG Gram 15 i5-1240P 16GB 512GB 15.6"" Touch",15500000.0,LG,Gram,Đã sử dụng (chưa sửa chữa),1.0,15.95,Intel Core i5,16.0,Onboard,512.0,,Hà Nội,4.0,4.0
Lenovo ThinkBook 14 -G2-ITL i5-1135G7 8GB/ 512GB,4990000.0,Lenovo,ThinkBook,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,8.0,Onboard,512.0,,Cần Thơ,4.6,74.0
Laptop MSI Gs65 cpu i7 vga 1070,12000000.0,MSI,GS Series,Đã sử dụng (chưa sửa chữa),2.0,15.95,Intel Core i7,16.0,NVIDIA,256.0,,Tp Hồ Chí Minh,,
"HP 431, 14.0"" Rất đẹp, Bền zin, chạy mượt",1300000.0,HP,Pavilion,Đã sử dụng (chưa sửa chữa),0.0,13.95,AMD,4.0,Onboard,500.0,,Tp Hồ Chí Minh,,
=MSI=GAMING SIÊU KHỦNG_GIÁ SIÊU RẺ*CHUYÊN GAME,11000000.0,MSI,GF Series,Mới,4.0,15.95,Intel Core i5,8.0,NVIDIA,512.0,,Đà Nẵng,4.9,29.0
Bán Macbook Air đời 2017- Hàng zin MACONE,8900000.0,Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,8.0,Onboard,128.0,,Hà Nội,5.0,1.0
X412DA AMD Ryzen 5 RAM 8G SSD 512G Cấu hình mạnh,7900000.0,Asus,VivoBook S Series,Mới,5.0,13.95,Ryzen 5,8.0,AMD,512.0,,Đà Nẵng,,
Dell Latitude 5420 I7 1185G7 l 16 l 512 FullHD,13000000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,16.0,Onboard,512.0,,Tp Hồ Chí Minh,4.4,5.0
Lenovo Tkinhpad L13 gen 2 i5-8-256gb,11000000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3.0,13.95,Intel Core i5,8.0,Onboard,256.0,Việt Nam,Tp Hồ Chí Minh,4.1,15.0
Laptop Msi GL62M 7RDX máy zin đẹp,7500000.0,MSI,Dòng Khác,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i7,8.0,NVIDIA,256.0,,Trà Vinh,5.0,1.0
Máy Laptop Asus X509JA,5300000.0,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),1.0,15.95,Intel Core i3,4.0,Khác,256.0,,Tp Hồ Chí Minh,5.0,5.0
"Dell E6330 core i5 3320m/8g/1000Gb (1Tb). 13.3""",1700000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,8.0,Onboard,1000.0,,Tp Hồ Chí Minh,4.8,41.0
LAPTOP DELL 5515 FULL BOX CỰC KỲ MỎNG ĐẸP.,16500000.0,Dell,Inspiron,Mới,4.0,15.95,Ryzen 5,32.0,AMD,256.0,,Đà Nẵng,4.4,56.0
"Surface Book 2 (I7-8650U, 8GB, 256GB, GTX1050, 3K)",11900000.0,Microsoft,Surface Book 2,Mới,3.0,13.95,Intel Core i7,8.0,NVIDIA,256.0,,Tp Hồ Chí Minh,4.8,37.0
DELL Inspirion 5570 i5 Card Rời 2G,10990000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,8.0,AMD,128.0,,Cần Thơ,4.9,9.0
Asus fx506 coi5 10300H_8G_SSD512G_GTX1650 bht11/23,12500000.0,Asus,FX Series/ZX Series,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,8.0,NVIDIA,512.0,,Hà Nội,4.9,7.0
Dell E6230 - 12 inch nhỏ gọn,2500000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),4.0,11.95,Intel Core i5,4.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,3.0
macbook pro 2016 15 inch,10690000.0,Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i7,16.0,AMD,500.0,,Tp Hồ Chí Minh,4.0,1.0
"Máy cũ dell inspiron 15 5558, i5,Ram 4GB,SSD 512GB",5000000.0,Dell,Inspiron,Đã sử dụng (qua sửa chữa),0.0,15.95,Intel Core i5,4.0,Onboard,500.0,,Tp Hồ Chí Minh,5.0,2.0
Cần Bán Laptop HP 840 g2 còn mới 90%,3800000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),,13.95,,4.0,Onboard,128.0,,Tp Hồ Chí Minh,5.0,1.0
"Thinkpad X260 i7-6600U/8GB/SSD256/12.5"" FHD/Finger",5500000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),,11.95,Intel Core i7,8.0,,256.0,,Tp Hồ Chí Minh,5.0,2.0
Asus Vivobook TP3402ZA Core i5-12500H Ram 8G X360,15500000.0,Asus,S series,Đã sử dụng (chưa sửa chữa),9.0,13.95,Intel Core i5,8.0,Onboard,512.0,,Bình Định,,
Thinkpad T480s i7/ màn full hd,8900000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.4,15.0
X1 Carbon Gen 6 / 7 bản nhập US,8900000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),4.0,,Intel Core i5,16.0,,256.0,Mỹ,Hà Nội,5.0,3.0
"Hp 14AL i7-7500U 8GB 256GB 14""FHD Pin 4-5H VGA Rời",8200000.0,HP,Pavilion,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i7,8.0,NVIDIA,256.0,,Tp Hồ Chí Minh,5.0,10.0
"Dell Latitude E5570 i7-6820HQ+Vga rời đồ họa, game",6900000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i7,8.0,AMD,256.0,,Tp Hồ Chí Minh,5.0,14.0
"ASUS X55CR (CORE I3, RAM 4GB, HDD 320GB, 15.6""HD).",3000000.0,Asus,X series,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i3,4.0,Onboard,320.0,,Bình Dương,5.0,2.0
ACER ASPIRE A315-51 FULL CHỨC NĂNG,4700000.0,Acer,Aspire,Đã sử dụng (chưa sửa chữa),,,Intel Core i3,4.0,Onboard,128.0,,Đà Nẵng,4.2,6.0
cần bán laptop Panasonic sz5 i7 bản full,7500000.0,Panasonic,CF,Đã sử dụng (chưa sửa chữa),4.0,11.95,Intel Core i7,8.0,Onboard,128.0,,Lâm Đồng,4.4,4.0
TÀU NHANH ROG STRIX G713 - BH toàn quốc T9/2024,26800000.0,Asus,ROG Strix Scar,Đã sử dụng (chưa sửa chữa),9.0,17.95,Ryzen 9,16.0,NVIDIA,1000.0,,Hà Nội,5.0,6.0
"HP Envy laptop 17-CH1035NR, Core i7 1195G7 box100%",20800000.0,HP,Envy,Mới,4.0,17.95,Intel Core i7,16.0,Onboard,512.0,,Tp Hồ Chí Minh,,
laptop hp bền cho trẻ học online gtrí core i3 2330,1150000.0,HP,ProBook,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i3,4.0,Onboard,320.0,,Hà Nội,4.5,43.0
Dell Ryzen 5 3500 14FHD xám,6500000.0,Dell,Vostro,Đã sử dụng (chưa sửa chữa),1.0,13.95,Ryzen 5,8.0,AMD,256.0,,Hà Nội,4.6,17.0
laptop dòng doanh nhân trắng sang trọng,3000000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),3.0,13.95,Intel Core i5,8.0,Onboard,128.0,,Tp Hồ Chí Minh,4.6,3.0
"Thinkpad X1 Nano Gen 1, i7 1160G7 RAM 16G SSD 512G",29850000.0,Lenovo,ThinkPad,Mới,,13.95,Intel Core i7,16.0,,512.0,,Tp Hồ Chí Minh,5.0,19.0
HP15DA N5000 ram 4G SSd128G loa to màn rỏ phím số,2800000.0,HP,Pavilion,Đã sử dụng (chưa sửa chữa),1.0,15.95,Intel Pentium,4.0,Onboard,128.0,,Tp Hồ Chí Minh,,
HP Pavilion 15 ( i5 thế hệ 11/Ram 8/512Gb ),10500000.0,HP,Pavilion,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,8.0,NVIDIA,512.0,,Đắk Lắk,4.4,3.0
Acer nitro 5 corei7 🔴⭐️💻 hàng đại khủng,19900000.0,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),4.0,,Intel Core i7,16.0,NVIDIA,1000.0,,Đà Nẵng,4.4,56.0
Bán Laptop asus I3 5005U,3000000.0,Asus,X series,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i3,4.0,Onboard,500.0,,Tp Hồ Chí Minh,5.0,1.0
Macbook Air 13 inch (2017) 128GB RAM 8GB,7500000.0,Apple,Macbook,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,8.0,Onboard,128.0,Ấn Độ,Tp Hồ Chí Minh,,
Laptop MSI Modern 15 A5M R7 5700U/8GB/512GB,10000000.0,MSI,Dòng Khác,Đã sử dụng (chưa sửa chữa),7.0,15.95,Ryzen 7,8.0,AMD,512.0,,Hải Dương,,
Laptop Dell 7440 i5 ram4g ssd 128g vga 4400,4800000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,4.0,Onboard,128.0,,Bến Tre,4.4,17.0
"Lenovo ThinkPad X13 13"" 2K",26990000.0,Lenovo,ThinkPad,Mới,,13.95,Intel Core i5,8.0,,512.0,,Cần Thơ,4.9,9.0
Bán Laptop cũ đã qua sử dụng,5300000.0,Dell,Vostro,Đã sử dụng (qua sửa chữa),2.0,13.95,Intel Core i7,8.0,AMD,256.0,,Bắc Giang,,
máy tính hp gaming,10000000.0,HP,Pavilion,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i5,16.0,NVIDIA,128.0,,Bà Rịa - Vũng Tàu,3.7,2.0
LAPTOP MSI GAMING BRAVO 15 B5DD-275VN,12500000.0,MSI,Dòng Khác,Đã sử dụng (chưa sửa chữa),0.0,15.95,Ryzen 7,8.0,AMD,512.0,,Tp Hồ Chí Minh,5.0,2.0
🔥GIẢM GIÁ LAPTOP 🔥HP COR I5 GEN 3 🔥GIÁ RẺ,1800000.0,HP,ProBook,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,4.0,Onboard,500.0,,Tp Hồ Chí Minh,4.7,31.0
Macbook Pro 14 inch M1 max new seal,41500000.0,Apple,Macbook Pro,Mới,5.0,13.95,Khác,32.0,Khác,512.0,,Tp Hồ Chí Minh,4.5,10.0
Laptop Dell Precision M4800 Máy ZIN Giá SỐC Cho HS,3240000.0,Dell,Precision,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i5,8.0,Khác,128.0,,Tp Hồ Chí Minh,,
Lenovo ThinkPad T470 i5-7300U/8GB/SSD 256GB/14INCH,5900000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,2.0
Dell Vostros 5468,4500000.0,Dell,Vostro,Đã sử dụng (chưa sửa chữa),3.0,13.95,Intel Core i5,8.0,Onboard,480.0,,Hà Nội,,
DELL GAMING G15 5510 CẤU HÌNH MẠNH GIÁ SIÊU SALE,11490000.0,Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,8.0,NVIDIA,256.0,,Tp Hồ Chí Minh,0.0,
xả lỗ laptop gaming cấu hình cao,10000000.0,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i7,8.0,AMD,512.0,,Tp Hồ Chí Minh,5.0,1.0
GAMING ASUS TUT FX505DT,11400000.0,Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),7.0,15.95,AMD,16.0,NVIDIA,256.0,,Tp Hồ Chí Minh,,
Laptop Asus mini nhỏ gọn nội địa Nhật giải trí nhẹ,1200000.0,Asus,U series,Đã sử dụng (chưa sửa chữa),0.0,11.95,Intel Core 2 Duo,2.0,Onboard,64.0,,Tp Hồ Chí Minh,5.0,9.0
HP ZBook Fury G8 Mobile Workstation (RTX™ A5000),66000000.0,HP,ZBook,Mới,9.0,15.95,Intel Xeon,64.0,NVIDIA,512.0,Mỹ,Hà Nội,5.0,2.0
Dell V3480 i5 gen8 8G Ssd 128G Hdd 500G pin 2H,6700000.0,Dell,Vostro,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,Onboard,128.0,,Cần Thơ,4.7,6.0
pass gấp hp 840 g5 zin đẹp xịn,8200000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Bắc Giang,,
"Acer date 2022, Ram 4G, SSD 256G, chip N5030",3500000.0,Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),,11.95,Intel Pentium,4.0,Onboard,256.0,,Tp Hồ Chí Minh,4.9,8.0
ThinkPad L14 gen 2 i5 1145G7/ 8G/256G/ 14 FHD 2022,11900000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),5.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,23.0
Dell 5580 i5-7440HQ Ram 8gb SSD 256Gb,5500000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,,
Thinkpad P14S i7 1280P 32G 1TB 4K Max Op New Seal,38990000.0,Lenovo,ThinkPad,Mới,4.0,13.95,Intel Core i7,32.0,NVIDIA,1000.0,,Tp Hồ Chí Minh,4.8,12.0
"Lenovo U430 Vỏ nhôm, i5-4200, SSD 256G, Mỏng, Đẹp",2900000.0,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,4.0,Onboard,256.0,,Tp Hồ Chí Minh,4.3,7.0
"LAPTOP SONY CORE I7, RAM 4GB, MAN 15.6, HHD 500",2550000.0,Sony,Dòng Khác,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i7,4.0,Onboard,500.0,,Tp Hồ Chí Minh,3.9,7.0
Dell Precision 5540 US 4K Touch like new,17800000.0,Dell,Precision Mobile Workstations,Mới,,15.95,Intel Core i7,16.0,NVIDIA,512.0,Mỹ,Hải Phòng,3.9,8.0
Bán EM asus i5 Gen 3,2700000.0,Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,4.0,Onboard,128.0,,Đồng Nai,,
Dell 3567 i3-6006/8G/128G MH 15.6 Zin Đệp,3900000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i3,8.0,Onboard,128.0,,Cần Thơ,5.0,6.0
Dell mỏng Core i5,4200000.0,Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,6.0,Onboard,250.0,,Hà Nội,4.1,22.0
Dell Latitude E5420,2500000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,4.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,3.0
Dell Core i5,1800000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,4.0,,250.0,,Tp Hồ Chí Minh,4.5,31.0
dell precision 5560 i5/11th/16/512 FHD liknew góp,21900000.0,Dell,Precision,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i5,16.0,NVIDIA,512.0,Mỹ,Tp Hồ Chí Minh,4.3,45.0
Hp Elitebook 830 G5 có 2 cấu hình 8 256gb full HD,5900000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.9,7.0
🌹🌹🌹Macbook Air M2 FPT 256G có trả góp,22490000.0,Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),4.0,13.95,Khác,8.0,Onboard,256.0,,Đà Nẵng,4.8,329.0
"DELL E7400 I5 8265U 8GB 256GB 14""FHD ALUMINUM USA",7500000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.8,38.0
acer siêu mỏng như macbook air mạnh mượt,2790000.0,Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i5,4.0,Khác,128.0,,Đồng Tháp,,
Nitro 5 i5 16cpu/16gb/500Tb/Rtx3050ti/144hz,15500000.0,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),5.0,17.95,Intel Core i5,16.0,NVIDIA,500.0,,Tp Hồ Chí Minh,,
Dell N3567 i3 7100U ram 6G SSD128G màn hơi đóm zin,3500000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),2.0,15.95,Intel Core i3,6.0,Onboard,128.0,,Tp Hồ Chí Minh,,
DELL GAMING G15 5515 R5 5600H Vga 3050 Fullbox,15800000.0,Dell,Inspiron,Mới,4.0,15.95,Ryzen 5,8.0,NVIDIA,256.0,,Tp Hồ Chí Minh,4.8,43.0
X509FA CORE I5 RAM 8GB SSD 240GB cấu hình ổn định,7900000.0,Asus,VivoBook S Series,Mới,5.0,15.95,Intel Core i5,8.0,Onboard,250.0,,Đà Nẵng,3.5,4.0
"Asus A556UR i7 6500U 8GB VGA RỜI 930MX15.6"" FHD",3900000.0,Asus,A series,Đã sử dụng (chưa sửa chữa),1.0,15.95,Intel Core i7,8.0,NVIDIA,1500.0,,Tp Hồ Chí Minh,,
Alienware M15R7 i7 12700H 3080Ti 16G 2K 240Hz 47tr,47000000.0,Dell,Alienware,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i7,32.0,NVIDIA,1000.0,,Tp Hồ Chí Minh,4.7,3.0
HP Pavilion 14 Core i3-8145U/4GB SSD 256GB Full HD,5200000.0,HP,Pavilion,Đã sử dụng (chưa sửa chữa),5.0,13.95,Intel Core i3,4.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,16.0
dell 7250,2850000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1.0,11.95,Intel Core i5,4.0,Onboard,128.0,,Hà Nội,4.8,19.0
Thanh Lý Dell Latitude 7290 i5-8250U/8G/256G MH 12,5500000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,11.95,Intel Core i5,8.0,Onboard,256.0,,Cần Thơ,5.0,6.0
"Dell Latitude E5250: i3-5200U, Ram 8Gb, SSD 128G",3900000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3.0,11.95,Intel Core i5,8.0,Onboard,128.0,,Cà Mau,,
Dell Alienware M15 R3 i7-10750H RTX 2070 FHD 300Hz,22900000.0,Dell,Alienware,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i7,16.0,NVIDIA,512.0,,Tp Hồ Chí Minh,4.7,16.0
AN515-43 AMD Ryzen 5 RX 560X 8G SSD 256G GAME THỦ,12600000.0,Acer,Nitro 5,Mới,5.0,15.95,Ryzen 5,8.0,AMD,256.0,,Đà Nẵng,,
"Laptop SONY Nhật nhập khẩu RAM 4G MÀN HÌNH 15.6 """,2000000.0,Sony,C Series,Đã sử dụng (chưa sửa chữa),4.0,15.95,Khác,4.0,Onboard,250.0,,Tp Hồ Chí Minh,4.7,10.0
📣Laptop hp Cor i5 3210m ram 8g ssd 128g,2500000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,4.0,Onboard,128.0,,Tp Hồ Chí Minh,4.7,31.0
Thinkpad P14S Gen 2 i7 1185G7 32G 1TB 4K NeW,24990000.0,Lenovo,ThinkPad,Mới,4.0,13.95,Intel Core i7,32.0,NVIDIA,1000.0,,Tp Hồ Chí Minh,4.8,12.0
"ROG Strix Bản I7-9750H, 16Gb Ram, VGA 1650, 120hz",12000000.0,Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i7,16.0,NVIDIA,512.0,,Tp Hồ Chí Minh,,
BÁN MAC AIR 2017 8/256 - SILVER - HÌNH THỨC 99%,8000000.0,Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,8.0,Khác,256.0,,Hà Nội,5.0,1.0
bqns hoặc đổi điện thoại,2999999.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i7,6.0,Onboard,64.0,,Hà Nội,4.0,14.0
"Apple MacBook Pro 2020 13"" i5/16GB/256GB likenew",18500000.0,Apple,Macbook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),5.0,13.95,Intel Core i5,16.0,Khác,256.0,,Tp Hồ Chí Minh,4.9,17.0
"mùa ế bán laptop đẹp, giá rất rẻ. i5 th8 ram 8g",5500000.0,Lenovo,Dòng Khác,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,Khác,256.0,,Bình Thuận,5.0,1.0
Msi Bravo 15B,11950000.0,MSI,Dòng Khác,Đã sử dụng (chưa sửa chữa),0.0,13.95,Ryzen 7,8.0,Khác,500.0,,Hà Nội,4.4,7.0
Giao lưu Lenovo Ideapad 3 15ITL6,15000000.0,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i5,8.0,Onboard,512.0,,Hà Nội,5.0,1.0
TƯNG BỪNG KHUYẾN MÃI GIẢM SỐC MACBOOK AIR 2018,11990000.0,Apple,Macbook Air,Mới,4.0,13.95,Intel Core i5,8.0,NVIDIA,128.0,,Hà Nội,4.9,11.0
"Dell Precision 7510,7520 Ship Mỹ đủ option",9000000.0,Dell,Precision,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i7,16.0,NVIDIA,512.0,Mỹ,Tp Hồ Chí Minh,4.8,69.0
Laptop Dell Latitude E7250,5200000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3.0,11.95,Intel Core i7,8.0,Onboard,128.0,Nhật Bản,Tiền Giang,5.0,2.0
