ProductName,Price,PcBrand,PcModel,EltCondition,EltWarranty,LaptopScreenSize,PcCpu,PcRam,PcVga,PcDriveCapacity,EltOrigin,Address,ShopRating,Comments
Lenovo Legion 5-15ARH7 6800H FHD 165Hz NewFullbox,23700000.0,Lenovo,Legion Y Series,Mới,9.0,15.95,Ryzen 7,8.0,NVIDIA,512.0,,Tp Hồ Chí Minh,5.0,23.0
cần tiền bán laptop ạ,4000000.0,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i5,4.0,Onboard,1500.0,,Tp Hồ Chí Minh,,
Thanh lý Dell Latitude 3400,5500000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,16.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,1.0
Hp Elitebook 1040 g3 I7 6600U,6000000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,16.0,Onboard,256.0,,Đồng Nai,2.0,1.0
Laptop giá rẻ xem phim nghe nhạc,1600000.0,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i3,4.0,Onboard,128.0,,Tp Hồ Chí Minh,5.0,1.0
"Laptop Asus X (Core i3, Văn phòng giải trí)",2650000.0,Asus,U series,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i3,4.0,Onboard,500.0,Việt Nam,Kiên Giang,4.0,36.0
Dell 7778 Core i7 màn 17-Inch FHD Cảm ứng gập 360,10990000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),,17.95,Intel Core i7,16.0,NVIDIA,256.0,,Tp Hồ Chí Minh,4.9,24.0
MSI Gaming Pulse GL66 i7-11800H 16G/512G/RTX3050Ti,20900000.0,MSI,GL Series,Đã sử dụng (chưa sửa chữa),9.0,15.95,Intel Core i7,16.0,NVIDIA,512.0,Việt Nam,Cần Thơ,4.6,74.0
Macbook Air 2015,4800000.0,Apple,Macbook Air,Đã sử dụng (qua sửa chữa),0.0,13.95,Intel Core i5,4.0,Onboard,128.0,,Nghệ An,,
Laptop HP 745 G4,3500000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),0.0,13.95,AMD,8.0,AMD,256.0,,Nghệ An,,
MacBook Air 2020,10000000.0,Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i3,8.0,,128.0,,Tp Hồ Chí Minh,5.0,2.0
Acer Nitro5 AN515-58 i5-12500H 8/512G/3050-Xài 3h,19500000.0,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i5,8.0,NVIDIA,512.0,Việt Nam,Cần Thơ,4.6,74.0
HP Victus 16 chính hãng R 5 1650 còn bảo hành,11900000.0,HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),,15.95,Ryzen 5,8.0,NVIDIA,512.0,,Hà Nội,4.4,15.0
GIẢM GIÁ ĐẶC BIỆT HỌC SINH SINH VIÊN MAC PRO 2015,6990000.0,Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,8.0,NVIDIA,128.0,,Hà Nội,4.9,11.0
Laptop Dell 5290 i5 7300 ram 8G ssd 256G,4100000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1.0,11.95,Intel Core i5,8.0,Onboard,256.0,,Hà Nội,5.0,6.0
LEGION 5 PRO SLIM 7 ACER NITRO 5 ROG ZENPHYRUS,17800000.0,Lenovo,Legion Y Series,Mới,4.0,15.95,Ryzen 7,16.0,NVIDIA,512.0,Mỹ,Hà Nội,5.0,4.0
Surface pro 5 i5/8/256 new 98% góp 0% zin all,5500000.0,Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),0.0,9.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.4,44.0
"MacBook Pro 14"" 2021 M1Pro Option SSD 1TB LikeNew",37500000.0,Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),4.0,13.95,Khác,16.0,Onboard,1000.0,,Tp Hồ Chí Minh,5.0,17.0
cần tiền bán laptop ạ,4000000.0,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i5,4.0,Onboard,1500.0,,Tp Hồ Chí Minh,,
Thanh lý Dell Latitude 3400,5500000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,16.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,1.0
Hp Elitebook 1040 g3 I7 6600U,6000000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,16.0,Onboard,256.0,,Đồng Nai,2.0,1.0
Laptop giá rẻ xem phim nghe nhạc,1600000.0,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i3,4.0,Onboard,128.0,,Tp Hồ Chí Minh,5.0,1.0
"Laptop Asus X (Core i3, Văn phòng giải trí)",2650000.0,Asus,U series,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i3,4.0,Onboard,500.0,Việt Nam,Kiên Giang,4.0,36.0
Dell 7778 Core i7 màn 17-Inch FHD Cảm ứng gập 360,10990000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),,17.95,Intel Core i7,16.0,NVIDIA,256.0,,Tp Hồ Chí Minh,4.9,24.0
MSI Gaming Pulse GL66 i7-11800H 16G/512G/RTX3050Ti,20900000.0,MSI,GL Series,Đã sử dụng (chưa sửa chữa),9.0,15.95,Intel Core i7,16.0,NVIDIA,512.0,Việt Nam,Cần Thơ,4.6,74.0
Macbook Air 2015,4800000.0,Apple,Macbook Air,Đã sử dụng (qua sửa chữa),0.0,13.95,Intel Core i5,4.0,Onboard,128.0,,Nghệ An,,
Laptop HP 745 G4,3500000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),0.0,13.95,AMD,8.0,AMD,256.0,,Nghệ An,,
MacBook Air 2020,10000000.0,Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i3,8.0,,128.0,,Tp Hồ Chí Minh,5.0,2.0
Acer Nitro5 AN515-58 i5-12500H 8/512G/3050-Xài 3h,19500000.0,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i5,8.0,NVIDIA,512.0,Việt Nam,Cần Thơ,4.6,74.0
HP Victus 16 chính hãng R 5 1650 còn bảo hành,11900000.0,HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),,15.95,Ryzen 5,8.0,NVIDIA,512.0,,Hà Nội,4.4,15.0
VAIO VJS I5-6200U RAM 8G SSD 256G FULL BOX NEW 99%,5900000.0,Sony,S Series,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,8.0,Onboard,256.0,Nhật Bản,Tp Hồ Chí Minh,4.8,23.0
Tablet 2 trong 1 sony svd13 i5 fullbox zin 100%,4900000.0,Sony,S Series,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,4.0,Onboard,128.0,,Tp Hồ Chí Minh,4.8,23.0
"Dell inspiron 15 7000 gaming 15,6 inch MAX Option",13000000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i7,16.0,NVIDIA,1000.0,,Tp Hồ Chí Minh,5.0,7.0
𝐃𝐄𝐋𝐋 𝟑𝟑𝟖𝟎 - 𝗧𝗛𝗘̂́ 𝗛𝗘̣̂ 𝟲/𝐒𝐒𝐃/𝟏𝟑.𝟑𝐈𝐍/𝐆𝐎̣𝐍 𝐍𝐇𝐄̣-𝟵𝟵%🆕,3800000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i3,4.0,Onboard,128.0,,Tp Hồ Chí Minh,4.8,32.0
Thanh lý laptop i5-4200U Ram 8Gb vừa nâng cấp Ssd,2700000.0,Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),1.0,15.95,Intel Core i5,8.0,Onboard,128.0,,Hà Nội,5.0,3.0
Lenovo ThinkPad T440p,3000000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,8.0,Khác,128.0,,Tuyên Quang,4.0,1.0
bán nhanh em laptop gamming đồ hoạ siêu mượt,9990000.0,MSI,GF Series,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i7,8.0,NVIDIA,512.0,,Đà Nẵng,5.0,3.0
GigaByte Gaming G5 i5-10500H 16G/512G/ 6GB-RTX3060,16500000.0,Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i5,16.0,NVIDIA,512.0,,Cần Thơ,4.6,74.0
Lenovo ideapad 5 AMD Ryzen 5 4500U/ 8GB/ 256GB/FHD,8890000.0,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),3.0,15.95,Ryzen 5,8.0,AMD,256.0,,Tp Hồ Chí Minh,4.4,7.0
Mac Air m1 Ram 16G SSD 256G Pin 99% máy đẹp keng,20500000.0,Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),3.0,13.95,Khác,16.0,Khác,256.0,,Hà Nội,4.5,24.0
Macbook Air 2019 13 inch hồng đẹp keng i5/8/256,11800000.0,Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Hà Nội,4.9,19.0
Laptop HP Probook - I5/ RAM 16G/ SSD 512/ Pin 100%,3990000.0,HP,ProBook,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i5,16.0,Onboard,512.0,,Tp Hồ Chí Minh,4.9,36.0
acer A514-54,7250000.0,Acer,Aspire,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,Onboard,512.0,,Hà Nội,4.8,19.0
MSI 14-B11MOL-420VN-i3-1115G4-8Gb-256Gb-FULL BOX,8990000.0,MSI,Dòng Khác,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i3,8.0,Onboard,256.0,,Cần Thơ,4.6,74.0
dell 2420,1850000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i5,4.0,Onboard,128.0,,Hà Nội,4.8,19.0
Lenovo ideapad gaming 3 R5 3050 bhh dài,13500000.0,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),,15.95,Ryzen 5,8.0,NVIDIA,512.0,,Hà Nội,4.4,15.0
Laptop Hp 15 tình trạng 99%,4900000.0,HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Celeron,4.0,Onboard,128.0,Trung Quốc,Tp Hồ Chí Minh,,
Acer Aspire 3 A315-57G i5-1035G1 8/512GB/2G-MX330,9200000.0,Acer,Aspire,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i5,8.0,NVIDIA,512.0,,Cần Thơ,4.6,74.0
hp 440g4,3550000.0,HP,ProBook,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Hà Nội,4.8,19.0
MSI MODERN 14-B11MOU i7-1195G7 8G/512G Full Box,14400000.0,MSI,Dòng Khác,Mới,4.0,13.95,Intel Core i7,8.0,Onboard,512.0,,Cần Thơ,4.6,74.0
Asus Vivobook Flip 14 i5-1135G7 X360 còn bh hãng,9800000.0,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),7.0,13.95,Intel Core i5,8.0,Onboard,512.0,,Hà Nội,4.4,15.0
Hàng FPT Laptop HP Pavilion 15-eg2083TU Newseal,13400000.0,HP,Pavilion,Mới,7.0,15.95,Intel Core i5,8.0,,512.0,,Tp Hồ Chí Minh,4.6,9.0
Thinkpad x1 carbon Gen5 i5 7200 Ram 8 Ssd 256 new,5900000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,11.0
Dell 3400 i5-8265U ram8 ssd512,5100000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i5,8.0,Onboard,512.0,,Hà Nội,4.0,2.0
asus X507U,4200000.0,Asus,X series,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i3,4.0,Khác,64.0,,Cần Thơ,5.0,10.0
Asus VivoBook Pro 14 OLED M3401QA R5-5600H 8G/512G,12500000.0,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),9.0,13.95,Ryzen 5,8.0,Onboard,512.0,,Cần Thơ,4.6,74.0
Asus 4 nhân nhỏ gọn pin trên 5h,1050000.0,Asus,A series,Đã sử dụng (chưa sửa chữa),,,Intel Atom,2.0,Onboard,64.0,,Tp Hồ Chí Minh,5.0,4.0
"DELL I7 ĐỜI 4, CARD RỜI 8670, SSD 128GB, RAM 8GB",4250000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1.0,15.95,Intel Core i7,8.0,NVIDIA,128.0,,Tp Hồ Chí Minh,3.9,7.0
Thanh Lý Laptop Acer Aspire E5 Core I7 /12Gb Ram,5500000.0,Acer,Aspire,Đã sử dụng (qua sửa chữa),,15.95,Intel Core i7,16.0,NVIDIA,128.0,,Tp Hồ Chí Minh,5.0,2.0
dell 7250,2850000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1.0,11.95,Intel Core i5,4.0,Onboard,128.0,,Hà Nội,4.8,19.0
dell latitude 7280 i5 7300 ram 8 ssd 256 màn 12.5,3900000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,11.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,11.0
"Dell vostro 5568 core i5, 8gb, màn nét pin trâu",4750000.0,Dell,Vostro,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i5,8.0,AMD,250.0,,Tp Hồ Chí Minh,5.0,1.0
cần bán laptop dell core i5 thế hệ 4,3550000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,8.0,NVIDIA,128.0,,Bà Rịa - Vũng Tàu,4.2,18.0
"Dell Game 5577 I5-7300HQ/8G/ Vga GTX 1050/15.6""FHD",7900000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,8.0,NVIDIA,1500.0,,Hà Nội,4.8,22.0
Cần bán dell 7567 i7 7500u vga rời 4G,7500000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),,17.95,Intel Core i7,16.0,AMD,256.0,,Hưng Yên,5.0,2.0
Cần bán laptop thinkpad T460 i5 th6,3500000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.8,18.0
laptop asus x515ua,7000000.0,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),,15.95,AMD,8.0,Onboard,512.0,,Tp Hồ Chí Minh,5.0,1.0
Asus TUF FX506 còn đẹp 99% i5-10th 1650,11500000.0,Asus,FX Series/ZX Series,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,8.0,NVIDIA,512.0,,Hà Nội,4.4,15.0
HP Pavilion 15-EG0542TU i3-1125G4 4G/256G-FullBox,8600000.0,HP,Pavilion,Đã sử dụng (chưa sửa chữa),7.0,15.95,Intel Core i3,4.0,Onboard,256.0,,Cần Thơ,4.6,74.0
dell vostro 3350 core i7 ram 8gb ssd 128gb,3350000.0,Dell,Vostro,Mới,,13.95,Intel Core i7,8.0,Onboard,128.0,,Bình Dương,5.0,1.0
Thanh lý Acer Aspire V3-471 Ngon giá rẻ^^^,1950000.0,Acer,Aspire,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,4.0,Onboard,128.0,,Hà Nội,5.0,7.0
"Dell 3450 bán hoặc đổi mtb, đt",1350000.0,Dell,Vostro,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i3,4.0,Onboard,500.0,,Hà Nội,4.6,5.0
Macbook pro 2016 Core i5/ram16gb/ssd256gb,8200000.0,Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i5,16.0,Khác,256.0,,Hà Nội,,
Laptop DELL 3459 Core i5-6200U/ 8GB/ SSD 128G/ 14”,4500000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i5,8.0,Onboard,128.0,,Trà Vinh,4.0,1.0
Dell Gaming G3 I5 9300H GTX 1650 SSD 512Gb Mạnh Mẽ,9500000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i5,8.0,NVIDIA,512.0,,Đà Nẵng,5.0,34.0
Laptop HP Elite X2-1012 G2 I5-7200/8G/256G -Màn 2K,6590000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),4.0,11.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.9,36.0
Siêu phẩm Asus Zenbook UX425,10900000.0,Asus,Zenbook Series,Đã sử dụng (chưa sửa chữa),5.0,13.95,Intel Core i5,8.0,NVIDIA,512.0,,Đà Nẵng,,
Dell Precision 5530 Core i7 VGA P1000 15.6Inch FHD,14990000.0,Dell,Precision,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i7,16.0,NVIDIA,512.0,,Tp Hồ Chí Minh,4.9,24.0
Dell Inspiron 7400 i5/16/512/MX350 2GB,10200000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i5,16.0,NVIDIA,512.0,,Hà Nội,4.8,4.0
HP Spectre 15 Core i7 11th màn 4k cảm ứng lật x360,24990000.0,HP,Spectre,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i7,16.0,Onboard,512.0,,Tp Hồ Chí Minh,4.9,24.0
Acer e1-471G card rời ssd chạy xé gió,2500000.0,Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i3,4.0,NVIDIA,700.0,,Hà Nội,5.0,3.0
"Dell XPS 9310, 4K, core I7 1165, 32g RAM, 1TB SSD,",24800000.0,Dell,XPS,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,32.0,Onboard,1000.0,,Tp Hồ Chí Minh,4.4,14.0
Bán laptop không nhu cầu sử dụng,6500000.0,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),9.0,15.95,Intel Core i3,8.0,,256.0,,Tp Hồ Chí Minh,5.0,1.0
HP Elite x2 G4 Tablet i7 8665U 13-Inch FHD Cảm ứng,14999000.0,HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,16.0,Onboard,512.0,,Tp Hồ Chí Minh,4.9,24.0
lap top,3500000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),1.0,13.95,AMD,8.0,AMD,64.0,,Tp Hồ Chí Minh,4.5,2.0
Lenovo Legion 5 15ACH6 chính hãng đẹp 98%,18500000.0,Lenovo,Legion Y Series,Đã sử dụng (chưa sửa chữa),7.0,15.95,Ryzen 5,16.0,NVIDIA,512.0,,Hà Nội,4.4,15.0
Macbook Pro 16” 2021| M1| 16Gb| 512Gb| mới 99%,37500000.0,Apple,Macbook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),,15.95,Khác,16.0,AMD,512.0,Mỹ,Tp Hồ Chí Minh,5.0,16.0
SAMSUNG GALAXY BOOK PRO 2021 13IN,14500000.0,Samsung,Galaxyboook,Đã sử dụng (chưa sửa chữa),7.0,13.95,Intel Core i5,8.0,Khác,256.0,,Đà Nẵng,,
Laptop ASUS TUF GAMING FX504GE máy có dán ppf,9500000.0,Asus,FX Series/ZX Series,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i7,8.0,NVIDIA,128.0,,Hà Nội,,
Siêu phẩm Asus Zenbook UX461 I7-8550/16G/SSD 512Rẻ,8500000.0,Asus,Zenbook Series,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,16.0,Onboard,512.0,,Hà Nội,4.8,22.0
Asus Vivobook gaming F571GT nguyên zin mới keng,9500000.0,Asus,FX Series/ZX Series,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,8.0,NVIDIA,512.0,,Tp Hồ Chí Minh,4.6,23.0
Dell Latitude E5540 i5 Ram 8GB USA,3700000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,8.0,Onboard,128.0,,Hà Nội,4.9,39.0
"Macbook Air Md711 Siêu mỏng nhẹ Core I5, SSd 128Gb",5200000.0,Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),,11.95,Intel Core i5,4.0,Onboard,128.0,,Hà Nội,4.8,22.0
Asus Chrome Book Celeron N3350 Siêu Gọn NHẹ,2000000.0,Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Celeron,4.0,Onboard,64.0,,Đà Nẵng,5.0,34.0
acer aspire e5 i5 ram 4g 120gb 14inch3,3000000.0,Acer,Aspire,Đã sử dụng (qua sửa chữa),3.0,13.95,Intel Core i5,4.0,Khác,500.0,,Tp Hồ Chí Minh,,
"Acer I5-1135G7, trắng, đẹp, pin 4h, ram 8G.",7999000.0,Acer,Aspire,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,8.0,Onboard,512.0,,Hà Nội,5.0,3.0
"Lenovo 14 I3-6006/8Gb/Ssd 128Gb/Màn 14"" đẹp giá Rẻ",3900000.0,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i3,8.0,Onboard,128.0,,Hà Nội,4.8,22.0
HP 340S G7 Core i3-1005G1 Ram 4GB SSD256GB Full HD,6200000.0,HP,Notebook,Đã sử dụng (chưa sửa chữa),5.0,13.95,Intel Core i3,4.0,Onboard,256.0,,Tp Hồ Chí Minh,,
INTEL N3150,2600000.0,Lenovo,Dòng Khác,Đã sử dụng (chưa sửa chữa),,13.95,,4.0,Onboard,128.0,,Tp Hồ Chí Minh,3.0,2.0
"Lenovo ThinkPad T440, Core i5-4200U, RAM 4GB, SSD",3390000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1.0,13.95,Khác,4.0,Khác,480.0,,Vĩnh Long,4.8,27.0
"Cần bán HP mỏng, đẹp, core i7, ssd 120Gb, ram 4Gb",3200000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,4.0,Onboard,128.0,,Hà Nội,1.0,1.0
Dell i5-7200/ ram 4G/ SSD 120G/ Card rời 2G,5200000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,4.0,AMD,128.0,,Bình Dương,5.0,1.0
"Dell Mỹ. CPU i5, ram 4G, vỏ nhôm,pin mới, phím mới",2000000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,4.0,,500.0,,Vĩnh Long,5.0,1.0
Dell E5270,3850000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),7.0,11.95,Intel Core i5,8.0,Onboard,256.0,,Nam Định,,
laptop HP Compaq 6530S core 2,450000.0,HP,Compaq,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core 2 Duo,2.0,Onboard,250.0,,Tp Hồ Chí Minh,4.9,20.0
Macbook pro 2016 15inch Touchbar,8900000.0,Apple,Macbook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i7,16.0,AMD,512.0,Mỹ,Tp Hồ Chí Minh,4.9,17.0
Macbook air 2018 màu Gold,5500000.0,Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.9,4.0
Dell XPS 9370 Mới 99% I7/8/256 Pin 5H,10800000.0,Dell,XPS,Đã sử dụng (chưa sửa chữa),3.0,13.95,,,Onboard,256.0,,Tp Hồ Chí Minh,4.5,2.0
thanh lý xác laptop acer i5,650000.0,Acer,Aspire,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,4.0,NVIDIA,500.0,,Tp Hồ Chí Minh,4.2,5.0
DELL INSPIRON 5515 LAPTOP VĂN PHÒNG CẤU HÌNH TỐT,8490000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),,15.95,Ryzen 5,8.0,AMD,256.0,,Đà Nẵng,4.0,2.0
hp zbook 15,4000000.0,HP,ZBook,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i7,8.0,NVIDIA,128.0,,Đà Nẵng,,
DELL LATITUDE E7470 (i7/16/256GB) HÀNG MỸ XÁCH TAY,5600000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,16.0,,256.0,,Tp Hồ Chí Minh,5.0,2.0
Lenovo Thinkpad T14S gen 2 i7-1185G7 16Gb 512Gb,16800000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,16.0,Onboard,512.0,,Tp Hồ Chí Minh,4.8,4.0
𝗗𝗘𝗟𝗟 𝟱𝟰𝟬𝟬 - 𝗜𝟳 𝟴𝟲𝟲𝟱𝗨/𝟴𝗚/𝟮𝟱𝟲𝗚/𝗙𝗨𝗟𝗟𝗛𝗗 CẢM ỨNG - 𝟵𝟵%🆕,8600000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.8,32.0
Laptop Dell Latitude 3590 - I5-7200/ 8G/ 256G/ FHD,6490000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.9,36.0
mình mới mua fpt đc 6 tháng,20000000.0,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),4.0,15.95,AMD,16.0,NVIDIA,512.0,,Thanh Hóa,,
cần bán laptop như hình,2700000.0,Toshiba,Satellite Series,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i3,2.0,,256.0,,Tp Hồ Chí Minh,5.0,2.0
Dell N3511 Core i7 1165G7/ 8GB/ 512GB/ FHD Touch,11790000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i7,8.0,Onboard,512.0,,Tp Hồ Chí Minh,4.4,7.0
DELL LATITUDE E7470 I5 6300U 8GB SSD 256. PIN 4H,4990000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.5,2.0
lennovo l380 i5 gen 8 ram 8gb ssd 256 14”,6500000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),2.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Bình Dương,,
Dell latitude E7450 i5/5300U 8G 256/SSD BH 6 tháng,4900000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,28.0
Lenovo ThinkPad T460s i5-6300U 12G 256G màn FHD,7000000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,16.0,Onboard,512.0,,Tp Hồ Chí Minh,5.0,28.0
"hp 14s nhỏ gọn, nhẹ tầm 1,5kg ae nhé, hợp với ai h",6000000.0,HP,Stream,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i3,4.0,AMD,256.0,,Hà Nội,,
Dell Latitude 5591 Core i5 8400H/ 8GB/ 256GB/ FHD,8490000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.4,7.0
